Unnamed: 0,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
411,Northern,Uttarakhand,Rishikesh,Laxman Jhula #87,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
412,Northern,Uttarakhand,Rishikesh,Laxman Jhula #88,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
413,Western,Rajasthan,Jodhpur,Mehrangarh Fort #89,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
414,Western,Rajasthan,Jodhpur,Mehrangarh Fort #90,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
415,Northern,Uttarakhand,Rishikesh,Laxman Jhula #91,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
416,Eastern,West Bengal,Darjeeling,Tiger Hill #92,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
417,Eastern,West Bengal,Darjeeling,Tiger Hill #93,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
418,Southern,Tamil Nadu,Chennai,Marina Beach #94,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
419,Southern,Tamil Nadu,Chennai,Marina Beach #95,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
420,Western,Rajasthan,Jodhpur,Mehrangarh Fort #96,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
421,Eastern,West Bengal,Darjeeling,Tiger Hill #97,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
422,Southern,Tamil Nadu,Chennai,Marina Beach #98,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
423,Eastern,West Bengal,Darjeeling,Tiger Hill #99,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
424,Southern,Tamil Nadu,Chennai,Marina Beach #100,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
425,Eastern,West Bengal,Darjeeling,Tiger Hill #101,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
426,Eastern,West Bengal,Darjeeling,Tiger Hill #102,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
427,Southern,Kerala,Alleppey,Alleppey Backwaters #103,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
428,Southern,Tamil Nadu,Chennai,Marina Beach #104,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
429,Northern,Uttarakhand,Rishikesh,Laxman Jhula #105,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
430,Southern,Tamil Nadu,Chennai,Marina Beach #106,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
431,Southern,Tamil Nadu,Chennai,Marina Beach #107,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
432,Northern,Uttarakhand,Rishikesh,Laxman Jhula #108,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
433,Southern,Kerala,Alleppey,Alleppey Backwaters #109,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
434,Northern,Uttarakhand,Rishikesh,Laxman Jhula #110,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
435,Southern,Tamil Nadu,Chennai,Marina Beach #111,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
436,Southern,Kerala,Alleppey,Alleppey Backwaters #112,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
437,Southern,Kerala,Alleppey,Alleppey Backwaters #113,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
438,Eastern,West Bengal,Darjeeling,Tiger Hill #114,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
439,Northern,Uttarakhand,Rishikesh,Laxman Jhula #115,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
440,Northern,Uttarakhand,Rishikesh,Laxman Jhula #116,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
441,Southern,Kerala,Alleppey,Alleppey Backwaters #117,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
442,Southern,Tamil Nadu,Chennai,Marina Beach #118,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
443,Eastern,West Bengal,Darjeeling,Tiger Hill #119,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
444,Eastern,West Bengal,Darjeeling,Tiger Hill #120,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
445,Eastern,West Bengal,Darjeeling,Tiger Hill #121,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
446,Eastern,West Bengal,Darjeeling,Tiger Hill #122,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
447,Southern,Tamil Nadu,Chennai,Marina Beach #123,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
448,Southern,Kerala,Alleppey,Alleppey Backwaters #124,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
449,Southern,Tamil Nadu,Chennai,Marina Beach #125,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
450,Southern,Tamil Nadu,Chennai,Marina Beach #126,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
451,Eastern,West Bengal,Darjeeling,Tiger Hill #127,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
452,Northern,Uttarakhand,Rishikesh,Laxman Jhula #128,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
453,Eastern,West Bengal,Darjeeling,Tiger Hill #129,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
454,Northern,Uttarakhand,Rishikesh,Laxman Jhula #130,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
455,Northern,Uttarakhand,Rishikesh,Laxman Jhula #131,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
456,Southern,Kerala,Alleppey,Alleppey Backwaters #132,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
457,Western,Rajasthan,Jodhpur,Mehrangarh Fort #133,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
458,Southern,Tamil Nadu,Chennai,Marina Beach #134,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
459,Southern,Tamil Nadu,Chennai,Marina Beach #135,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
460,Western,Rajasthan,Jodhpur,Mehrangarh Fort #136,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
461,Eastern,West Bengal,Darjeeling,Tiger Hill #137,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
462,Northern,Uttarakhand,Rishikesh,Laxman Jhula #138,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
463,Southern,Tamil Nadu,Chennai,Marina Beach #139,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
464,Northern,Uttarakhand,Rishikesh,Laxman Jhula #140,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
465,Southern,Tamil Nadu,Chennai,Marina Beach #141,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
466,Western,Rajasthan,Jodhpur,Mehrangarh Fort #142,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
467,Southern,Kerala,Alleppey,Alleppey Backwaters #143,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
468,Southern,Kerala,Alleppey,Alleppey Backwaters #144,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
469,Northern,Uttarakhand,Rishikesh,Laxman Jhula #145,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
470,Southern,Kerala,Alleppey,Alleppey Backwaters #146,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
471,Southern,Kerala,Alleppey,Alleppey Backwaters #147,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
472,Western,Rajasthan,Jodhpur,Mehrangarh Fort #148,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
473,Eastern,West Bengal,Darjeeling,Tiger Hill #149,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
474,Western,Rajasthan,Jodhpur,Mehrangarh Fort #150,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
475,Western,Rajasthan,Jodhpur,Mehrangarh Fort #151,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
476,Eastern,West Bengal,Darjeeling,Tiger Hill #152,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
477,Northern,Uttarakhand,Rishikesh,Laxman Jhula #153,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
478,Western,Rajasthan,Jodhpur,Mehrangarh Fort #154,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
479,Southern,Tamil Nadu,Chennai,Marina Beach #155,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
480,Southern,Tamil Nadu,Chennai,Marina Beach #156,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
481,Eastern,West Bengal,Darjeeling,Tiger Hill #157,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
482,Northern,Uttarakhand,Rishikesh,Laxman Jhula #158,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
483,Eastern,West Bengal,Darjeeling,Tiger Hill #159,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
484,Eastern,West Bengal,Darjeeling,Tiger Hill #160,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
485,Southern,Tamil Nadu,Chennai,Marina Beach #161,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
486,Northern,Uttarakhand,Rishikesh,Laxman Jhula #162,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
487,Northern,Uttarakhand,Rishikesh,Laxman Jhula #163,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
488,Western,Rajasthan,Jodhpur,Mehrangarh Fort #164,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
489,Northern,Uttarakhand,Rishikesh,Laxman Jhula #165,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
490,Southern,Tamil Nadu,Chennai,Marina Beach #166,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
491,Southern,Kerala,Alleppey,Alleppey Backwaters #167,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
492,Northern,Uttarakhand,Rishikesh,Laxman Jhula #168,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
493,Southern,Kerala,Alleppey,Alleppey Backwaters #169,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
494,Eastern,West Bengal,Darjeeling,Tiger Hill #170,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
495,Eastern,West Bengal,Darjeeling,Tiger Hill #171,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
496,Northern,Uttarakhand,Rishikesh,Laxman Jhula #172,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
497,Southern,Tamil Nadu,Chennai,Marina Beach #173,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
498,Eastern,West Bengal,Darjeeling,Tiger Hill #174,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
499,Southern,Kerala,Alleppey,Alleppey Backwaters #175,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
500,Southern,Tamil Nadu,Chennai,Marina Beach #176,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
501,Western,Rajasthan,Jodhpur,Mehrangarh Fort #177,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
502,Southern,Tamil Nadu,Chennai,Marina Beach #178,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
503,Western,Rajasthan,Jodhpur,Mehrangarh Fort #179,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
504,Southern,Kerala,Alleppey,Alleppey Backwaters #180,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
505,Southern,Kerala,Alleppey,Alleppey Backwaters #181,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
506,Eastern,West Bengal,Darjeeling,Tiger Hill #182,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
507,Northern,Uttarakhand,Rishikesh,Laxman Jhula #183,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
508,Eastern,West Bengal,Darjeeling,Tiger Hill #184,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
509,Southern,Tamil Nadu,Chennai,Marina Beach #185,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
510,Southern,Tamil Nadu,Chennai,Marina Beach #186,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
511,Eastern,West Bengal,Darjeeling,Tiger Hill #187,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
512,Southern,Kerala,Alleppey,Alleppey Backwaters #188,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
513,Northern,Uttarakhand,Rishikesh,Laxman Jhula #189,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
514,Eastern,West Bengal,Darjeeling,Tiger Hill #190,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
515,Southern,Tamil Nadu,Chennai,Marina Beach #191,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
516,Southern,Kerala,Alleppey,Alleppey Backwaters #192,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
517,Eastern,West Bengal,Darjeeling,Tiger Hill #193,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
518,Southern,Kerala,Alleppey,Alleppey Backwaters #194,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
519,Northern,Uttarakhand,Rishikesh,Laxman Jhula #195,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
520,Northern,Uttarakhand,Rishikesh,Laxman Jhula #196,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
521,Eastern,West Bengal,Darjeeling,Tiger Hill #197,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
522,Southern,Kerala,Alleppey,Alleppey Backwaters #198,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
523,Northern,Uttarakhand,Rishikesh,Laxman Jhula #199,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
524,Southern,Tamil Nadu,Chennai,Marina Beach #200,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
525,Northern,Uttarakhand,Rishikesh,Laxman Jhula #201,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
526,Eastern,West Bengal,Darjeeling,Tiger Hill #202,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
527,Southern,Kerala,Alleppey,Alleppey Backwaters #203,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
528,Northern,Uttarakhand,Rishikesh,Laxman Jhula #204,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
529,Northern,Uttarakhand,Rishikesh,Laxman Jhula #205,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
530,Western,Rajasthan,Jodhpur,Mehrangarh Fort #206,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
531,Western,Rajasthan,Jodhpur,Mehrangarh Fort #207,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
532,Northern,Uttarakhand,Rishikesh,Laxman Jhula #208,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
533,Eastern,West Bengal,Darjeeling,Tiger Hill #209,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
534,Southern,Kerala,Alleppey,Alleppey Backwaters #210,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
535,Southern,Tamil Nadu,Chennai,Marina Beach #211,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
536,Western,Rajasthan,Jodhpur,Mehrangarh Fort #212,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
537,Southern,Kerala,Alleppey,Alleppey Backwaters #213,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
538,Southern,Kerala,Alleppey,Alleppey Backwaters #214,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
539,Eastern,West Bengal,Darjeeling,Tiger Hill #215,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
540,Southern,Tamil Nadu,Chennai,Marina Beach #216,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
541,Northern,Uttarakhand,Rishikesh,Laxman Jhula #217,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
542,Southern,Tamil Nadu,Chennai,Marina Beach #218,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
543,Western,Rajasthan,Jodhpur,Mehrangarh Fort #219,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
544,Southern,Kerala,Alleppey,Alleppey Backwaters #220,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
545,Southern,Tamil Nadu,Chennai,Marina Beach #221,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
546,Southern,Tamil Nadu,Chennai,Marina Beach #222,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
547,Northern,Uttarakhand,Rishikesh,Laxman Jhula #223,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
548,Western,Rajasthan,Jodhpur,Mehrangarh Fort #224,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
549,Western,Rajasthan,Jodhpur,Mehrangarh Fort #225,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
550,Western,Rajasthan,Jodhpur,Mehrangarh Fort #226,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
551,Eastern,West Bengal,Darjeeling,Tiger Hill #227,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
552,Northern,Uttarakhand,Rishikesh,Laxman Jhula #228,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
553,Southern,Kerala,Alleppey,Alleppey Backwaters #229,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
554,Eastern,West Bengal,Darjeeling,Tiger Hill #230,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
555,Northern,Uttarakhand,Rishikesh,Laxman Jhula #231,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
556,Eastern,West Bengal,Darjeeling,Tiger Hill #232,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
557,Southern,Tamil Nadu,Chennai,Marina Beach #233,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
558,Western,Rajasthan,Jodhpur,Mehrangarh Fort #234,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
559,Northern,Uttarakhand,Rishikesh,Laxman Jhula #235,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
560,Eastern,West Bengal,Darjeeling,Tiger Hill #236,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
561,Southern,Tamil Nadu,Chennai,Marina Beach #237,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
562,Southern,Tamil Nadu,Chennai,Marina Beach #238,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
563,Northern,Uttarakhand,Rishikesh,Laxman Jhula #239,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
564,Eastern,West Bengal,Darjeeling,Tiger Hill #240,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
565,Western,Rajasthan,Jodhpur,Mehrangarh Fort #241,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
566,Southern,Tamil Nadu,Chennai,Marina Beach #242,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
567,Northern,Uttarakhand,Rishikesh,Laxman Jhula #243,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
568,Northern,Uttarakhand,Rishikesh,Laxman Jhula #244,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
569,Eastern,West Bengal,Darjeeling,Tiger Hill #245,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
570,Southern,Kerala,Alleppey,Alleppey Backwaters #246,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
571,Northern,Uttarakhand,Rishikesh,Laxman Jhula #247,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
572,Western,Rajasthan,Jodhpur,Mehrangarh Fort #248,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
573,Southern,Tamil Nadu,Chennai,Marina Beach #249,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
574,Southern,Tamil Nadu,Chennai,Marina Beach #250,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
575,Southern,Tamil Nadu,Chennai,Marina Beach #251,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
576,Southern,Kerala,Alleppey,Alleppey Backwaters #252,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
577,Southern,Kerala,Alleppey,Alleppey Backwaters #253,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
578,Southern,Kerala,Alleppey,Alleppey Backwaters #254,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
579,Eastern,West Bengal,Darjeeling,Tiger Hill #255,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
580,Northern,Uttarakhand,Rishikesh,Laxman Jhula #256,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
581,Eastern,West Bengal,Darjeeling,Tiger Hill #257,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
582,Eastern,West Bengal,Darjeeling,Tiger Hill #258,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
583,Southern,Kerala,Alleppey,Alleppey Backwaters #259,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
584,Northern,Uttarakhand,Rishikesh,Laxman Jhula #260,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
585,Southern,Tamil Nadu,Chennai,Marina Beach #261,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
586,Northern,Uttarakhand,Rishikesh,Laxman Jhula #262,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
587,Southern,Tamil Nadu,Chennai,Marina Beach #263,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
588,Southern,Tamil Nadu,Chennai,Marina Beach #264,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
589,Southern,Kerala,Alleppey,Alleppey Backwaters #265,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
590,Southern,Tamil Nadu,Chennai,Marina Beach #266,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
591,Southern,Tamil Nadu,Chennai,Marina Beach #267,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
592,Southern,Kerala,Alleppey,Alleppey Backwaters #268,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
593,Southern,Kerala,Alleppey,Alleppey Backwaters #269,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
594,Eastern,West Bengal,Darjeeling,Tiger Hill #270,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
595,Northern,Uttarakhand,Rishikesh,Laxman Jhula #271,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
596,Southern,Tamil Nadu,Chennai,Marina Beach #272,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
597,Western,Rajasthan,Jodhpur,Mehrangarh Fort #273,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
598,Eastern,West Bengal,Darjeeling,Tiger Hill #274,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
599,Southern,Tamil Nadu,Chennai,Marina Beach #275,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
600,Eastern,West Bengal,Darjeeling,Tiger Hill #276,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
601,Southern,Kerala,Alleppey,Alleppey Backwaters #277,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
602,Southern,Tamil Nadu,Chennai,Marina Beach #278,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
603,Eastern,West Bengal,Darjeeling,Tiger Hill #279,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
604,Northern,Uttarakhand,Rishikesh,Laxman Jhula #280,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
605,Eastern,West Bengal,Darjeeling,Tiger Hill #281,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
606,Eastern,West Bengal,Darjeeling,Tiger Hill #282,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
607,Southern,Kerala,Alleppey,Alleppey Backwaters #283,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
608,Eastern,West Bengal,Darjeeling,Tiger Hill #284,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
609,Eastern,West Bengal,Darjeeling,Tiger Hill #285,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
610,Eastern,West Bengal,Darjeeling,Tiger Hill #286,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
611,Eastern,West Bengal,Darjeeling,Tiger Hill #287,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
612,Southern,Kerala,Alleppey,Alleppey Backwaters #288,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
